ExpenditureKey,ParentExpenditureKey,ThaiExpenditureName,EnglishExpenditureName
EG33BC,EGA_4,เครื่องแต่งกายอื่น ๆ (สิ่งของ),Other clothing and body furnishings (in-kind)
EG3301A,EG33A,เข็มขัด (ตัวเงิน),Belt (cash)
EG3301BC,EG33BC,เข็มขัด (สิ่งของ),Belt (in-kind)
EG3302A,EG33A,เนคไท (ตัวเงิน),Necktie (cash)
EG3302BC,EG33BC,เนคไท (สิ่งของ),Necktie (in-kind)
EG3303A,EG33A,เครื่องแต่งกายอื่น ๆ (เช่น หมวก (ตัวเงิน),"Other apparels (such as hat, civil servant uniform, (cash)"
EG3303BC,EG33BC,เครื่องแต่งกายอื่น ๆ (เช่น หมวก (สิ่งของ),"Other apparels (such as hat, civil servant uniform, (in-kind)"
EG34A,EGA_4,ค่าจ้างตัดเย็บ ซ่อมแซม ดัดแปลงเสื้อผ้า (ตัวเงิน),Sewing / Repairing / Altering (cash)
EG34BC,EGA_4,ค่าจ้างตัดเย็บ ซ่อมแซม ดัดแปลงเสื้อผ้า (สิ่งของ),Sewing / Repairing / Altering (in-kind)
EG3401A,EG34A,ค่าจ้างตัดเย็บเสื้อผ้า (ตัวเงิน),Tailor fee for clothes (cash)
EG3401BC,EG34BC,ค่าจ้างตัดเย็บเสื้อผ้า (สิ่งของ),Tailor fee for clothes (in-kind)
EG3402A,EG34A,ค่าอุปกรณ์ตัดเย็บเสื้อผ้า (ตัวเงิน),Garment accessories (cash)
EG3402BC,EG34BC,ค่าอุปกรณ์ตัดเย็บเสื้อผ้า (สิ่งของ),Garment accessories (in-kind)
EG3403A,EG34A,ค่าซ่อมแซ่ม/ดัดแปลงเสื้อผ้าอื่น ๆ (ระบุ) (ตัวเงิน),Repairing / Altering other clothes (specify) (cash)
EG3403BC,EG34BC,ค่าซ่อมแซ่ม/ดัดแปลงเสื้อผ้าอื่น ๆ (ระบุ) (สิ่งของ),Repairing / Altering other clothes (specify) (in-kind)
EG35A,EGA_4,ค่าซักรีด/ซักแห้ง ค่าเช่าเสื้อผ้า (ตัวเงิน),Laundry / Dry cleaning Clothing rental (cash)
EG35BC,EGA_4,ค่าซักรีด/ซักแห้ง ค่าเช่าเสื้อผ้า (สิ่งของ),Laundry / Dry cleaning Clothing rental (in-kind)
EG3501A,EG35A,ค่าจ้างซักรีด/ซักแห้ง (ตัวเงิน),Laundry / Dry cleaning (cash)
EG3501BC,EG35BC,ค่าจ้างซักรีด/ซักแห้ง (สิ่งของ),Laundry / Dry cleaning (in-kind)
EG3502A,EG35A,ค่าเช่าเสื้อผ้า (ตัวเงิน),Rental clothes (cash)
EG3502BC,EG35BC,ค่าเช่าเสื้อผ้า (สิ่งของ),Rental clothes (in-kind)
EG36A,EGA_5,รองเท้าทุกประเภท (ตัวเงิน),Shoes (all type) (cash)
EG36BC,EGA_5,รองเท้าทุกประเภท (สิ่งของ),Shoes (all type) (in-kind)
EG3601A,EG36A,รองเท้าใส่ทำงานชาย (อายุตั้งแต่ 13 ปีขึ้นไป) (ตัวเงิน),Work shoes (cash)
EG3601BC,EG36BC,รองเท้าใส่ทำงานชาย (อายุตั้งแต่ 13 ปีขึ้นไป) (สิ่งของ),Work shoes (in-kind)
EG3602A,EG36A,รองเท้าลำลองชาย (รวม รองเท้าแตะ) ชาย (อายุตั้งแต่ 13 ปีขึ้นไป) (ตัวเงิน),Casual shoes (Including sandals) (cash)
EG3602BC,EG36BC,รองเท้าลำลองชาย (อายุตั้งแต่ 13 ปีขึ้นไป) (รวม รองเท้าแตะ)ชาย (อายุตั้งแต่ 13 ปีขึ้นไป) (สิ่งของ),Casual shoes (Including sandals) (in-kind)
EG3603A,EG36A,รองเท้านักเรียน/นักศึกษาชาย (อายุตั้งแต่ 13 ปีขึ้นไป) (ตัวเงิน),Student shoes (cash)
EG3603BC,EG36BC,รองเท้านักเรียน/นักศึกษาชาย (อายุตั้งแต่ 13 ปีขึ้นไป) (สิ่งของ),Student shoes (in-kind)
EG3604A,EG36A,รองเท้าอื่น ๆ ชาย (อายุตั้งแต่ 13 ปีขึ้นไป) (ตัวเงิน),Other shoes (cash)
EG3604BC,EG36BC,รองเท้าอื่น ๆ ชาย (อายุตั้งแต่ 13 ปีขึ้นไป) (สิ่งของ),Other shoes (in-kind)
EG3605A,EG36A,รองเท้าใส่ทำงานหญิง (อายุตั้งแต่ 13 ปีขึ้นไป) (ตัวเงิน),Work shoes (cash)
EG3605BC,EG36BC,รองเท้าใส่ทำงานหญิง (อายุตั้งแต่ 13 ปีขึ้นไป) (สิ่งของ),Work shoes (in-kind)
EG3606A,EG36A,รองเท้าลำลองหญิง (รวม รองเท้าแตะ) หญิง (อายุตั้งแต่ 13 ปีขึ้นไป) (ตัวเงิน),Casual shoes (Including sandals) (cash)
EG3606BC,EG36BC,รองเท้าลำลองหญิง (รวม รองเท้าแตะ) หญิง (อายุตั้งแต่ 13 ปีขึ้นไป) (สิ่งของ),Casual shoes (Including sandals) (in-kind)
EG3607A,EG36A,รองเท้านักเรียน/นักศึกษาหญิง (อายุตั้งแต่ 13 ปีขึ้นไป) (ตัวเงิน),Student shoes (cash)
EG3607BC,EG36BC,รองเท้านักเรียน/นักศึกษาหญิง (อายุตั้งแต่ 13 ปีขึ้นไป) (สิ่งของ),Student shoes (in-kind)
EG3608A,EG36A,รองเท้าอื่น ๆ หญิง (อายุตั้งแต่ 13 ปีขึ้นไป) (ตัวเงิน),Other shoes (cash)
EG3608BC,EG36BC,รองเท้าอื่น ๆ หญิง (อายุตั้งแต่ 13 ปีขึ้นไป) (สิ่งของ),Other shoes (in-kind)
EG3609A,EG36A,รองเท้าลำลอง (รวม รองเท้าแตะ) เด็ก (อายุต่ำกว่าหรือเท่ากับ 12 ปี) (ตัวเงิน),Casual shoes (Including sandals) (cash)
EG3609BC,EG36BC,รองเท้าลำลอง (รวม รองเท้าแตะ) เด็ก (อายุต่ำกว่าหรือเท่ากับ 12 ปี) (สิ่งของ),Casual shoes (Including sandals) (in-kind)
EG3610A,EG36A,รองเท้านักเรียนเด็ก (อายุต่ำกว่าหรือเท่ากับ 12 ปี) (ตัวเงิน),Student shoes (cash)
EG3610BC,EG36BC,รองเท้านักเรียนเด็ก (อายุต่ำกว่าหรือเท่ากับ 12 ปี) (สิ่งของ),Student shoes (in-kind)
EG3611A,EG36A,รองเท้าอื่น ๆเด็ก (อายุต่ำกว่าหรือเท่ากับ 12 ปี) (ตัวเงิน),Other shoes (cash)
EG3611BC,EG36BC,รองเท้าอื่น ๆ เด็ก (อายุต่ำกว่าหรือเท่ากับ 12 ปี) (สิ่งของ),Other shoes (in-kind)
EG37A,EGA_5,รองเท้ากีฬา (ตัวเงิน),Sport shoes (cash)
EG37BC,EGA_5,รองเท้ากีฬา (สิ่งของ),Sport shoes (in-kind)
EG3701A,EG37A,รองเท้ากีฬาชาย (อายุตั้งแต่ 13 ปีขึ้นไป) (ตัวเงิน),Male (aged 13 yrs and over) (cash)
EG3701BC,EG37BC,รองเท้ากีฬาชาย (อายุตั้งแต่ 13 ปีขึ้นไป) (สิ่งของ),Male (aged 13 yrs and over) (in-kind)
EG3702A,EG37A,รองเท้ากีฬาหญิง (อายุตั้งแต่ 13 ปีขึ้นไป) (ตัวเงิน),Female (aged 13 yrs and over) (cash)
EG3702BC,EG37BC,รองเท้ากีฬาหญิง (อายุตั้งแต่ 13 ปีขึ้นไป) (สิ่งของ),Female (aged 13 yrs and over) (in-kind)
EG3703A,EG37A,รองเท้ากีฬาเด็ก (อายุต่ำกว่าหรือเท่ากับ 12 ปี) (ตัวเงิน),Children (aged 12 yrs and lower) (cash)
EG3703BC,EG37BC,รองเท้ากีฬาเด็ก (อายุต่ำกว่าหรือเท่ากับ 12 ปี) (สิ่งของ),Children (aged 12 yrs and lower) (in-kind)
EG38A,EGA_5,ค่าซ่อม ค่าเช่าและค่าบริการทำความสะอาดรองเท้า (ตัวเงิน),Repairing / Rental / Cleaning services (cash)
EG38BC,EGA_5,ค่าซ่อม ค่าเช่าและค่าบริการทำความสะอาดรองเท้า (สิ่งของ),Repairing / Rental / Cleaning services (in-kind)
EG3801A,EG38A,ค่าซ่อมรองเท้าชาย (อายุตั้งแต่ 13 ปีขึ้นไป) (ตัวเงิน),Male (aged 13 yrs and over) (cash)
EG3801BC,EG38BC,ค่าซ่อมรองเท้าชาย (อายุตั้งแต่ 13 ปีขึ้นไป) (สิ่งของ),Male (aged 13 yrs and over) (in-kind)
EG3802A,EG38A,ค่าซ่อมรองเท้าหญิง (อายุตั้งแต่ 13 ปีขึ้นไป) (ตัวเงิน),Female (age 13 yrs and over) (cash)
EG3802BC,EG38BC,ค่าซ่อมรองเท้าหญิง (อายุตั้งแต่ 13 ปีขึ้นไป) (สิ่งของ),Female (age 13 yrs and over) (in-kind)
EG3803A,EG38A,ค่าซ่อมรองเท้าเด็ก (อายุต่ำกว่าหรือเท่ากับ 12 ปี) (ตัวเงิน),Children (aged 12 yrs and lower) (cash)
EG3803BC,EG38BC,ค่าซ่อมรองเท้าเด็ก (อายุต่ำกว่าหรือเท่ากับ 12 ปี) (สิ่งของ),Children (aged 12 yrs and lower) (in-kind)
EG3804A,EG38A,ค่าวัสดุทำความสะอาดรองเท้า (ตัวเงิน),Shoes cleansing supplies (cash)
EG3804BC,EG38BC,ค่าวัสดุทำความสะอาดรองเท้า (สิ่งของ),Shoes cleansing supplies (in-kind)
EG3805A,EG38A,ค่าเช่า และค่าบริการอื่น ๆ (ระบุ) (ตัวเงิน),Rental and other services fees (specify) (cash)
EG3805BC,EG38BC,ค่าเช่า และค่าบริการอื่น ๆ (ระบุ) (สิ่งของ),Rental and other services fees (specify) (in-kind)
EG39A,EGA_601,สบู่ แปรง/ยาสีฟัน แชมพู ครีมนวดผม ฯลฯ (ตัวเงิน),"Soap, tooth brush/ toothpaste, shampoo, (cash)"
EG39BC,EGA_601,สบู่ แปรง/ยาสีฟัน แชมพู ครีมนวดผม ฯลฯ (สิ่งของ),"Soap, tooth brush/ toothpaste, shampoo, (in-kind)"
EG3901A,EG39A,โฟมล้างหน้า/ครีมล้างหน้า (ตัวเงิน),Foam / Facial cleanser (cash)
EG3901BC,EG39BC,โฟมล้างหน้า/ครีมล้างหน้า (สิ่งของ),Foam / Facial cleanser (in-kind)
EG3902A,EG39A,สบู่/ครีมอาบน้ำ (ตัวเงิน),Soap / Shower cream (cash)
EG3902BC,EG39BC,สบู่/ครีมอาบน้ำ (สิ่งของ),Soap / Shower cream (in-kind)
EG3903A,EG39A,แปรงสีฟัน/ไหมขัดฟัน/แปรงซอกฟัน (ตัวเงิน),Tooth brush / Dental floss / Interdental brush (cash)
EG3903BC,EG39BC,แปรงสีฟัน/ไหมขัดฟัน/แปรงซอกฟัน (สิ่งของ),Tooth brush / Dental floss / Interdental brush (in-kind)
EG3904A,EG39A,ยาสีฟัน (ตัวเงิน),Toothpaste (cash)
EG3904BC,EG39BC,ยาสีฟัน (สิ่งของ),Toothpaste (in-kind)
EG3905A,EG39A,น้ำยาบ้วนปาก (ตัวเงิน),Mouthwash (cash)
EG3905BC,EG39BC,น้ำยาบ้วนปาก (สิ่งของ),Mouthwash (in-kind)
EG3906A,EG39A,แชมพู (ตัวเงิน),Shampoo (cash)
EG3906BC,EG39BC,แชมพู (สิ่งของ),Shampoo (in-kind)
EG3907A,EG39A,ครีมนวดผม (ตัวเงิน),Hair conditioner (cash)
EG3907BC,EG39BC,ครีมนวดผม (สิ่งของ),Hair conditioner (in-kind)
EG3908A,EG39A,ผลิตภัณฑ์เปลี่ยนสีผม (แฟชั่น/ปิดผมขาว) (ตัวเงิน),Hair color changing products (cash)
EG3908BC,EG39BC,ผลิตภัณฑ์เปลี่ยนสีผม (แฟชั่น/ปิดผมขาว) (สิ่งของ),Hair color changing products (in-kind)
EG3909A,EG39A,น้ำมันและยาบำรุงผม/เจลแต่งผม (ตัวเงิน),Hair oil and hair treatment / Gel (cash)
EG3909BC,EG39BC,น้ำมันและยาบำรุงผม/เจลแต่งผม (สิ่งของ),Hair oil and hair treatment / Gel (in-kind)
EG3910A,EG39A,แป้งทาผิว/โรยตัว (ตัวเงิน),Powder (cash)
EG3910BC,EG39BC,แป้งทาผิว/โรยตัว (สิ่งของ),Powder (in-kind)
EG3911A,EG39A,ผลิตภัณฑ์ระงับกลิ่นกาย (ตัวเงิน),Deodorant products (cash)
EG3911BC,EG39BC,ผลิตภัณฑ์ระงับกลิ่นกาย (สิ่งของ),Deodorant products (in-kind)
EG3912A,EG39A,ผลิตภัณฑ์อื่น ๆ (ไม่รวม เครื่องสำอาง) (ตัวเงิน),Others (Excluding cosmetics) (cash)
EG3912BC,EG39BC,ผลิตภัณฑ์อื่น ๆ (ไม่รวม เครื่องสำอาง) (สิ่งของ),Others (Excluding cosmetics) (in-kind)
EG40A,EGA_601,มีดโกน/ใบมีดโกน/เครื่องโกนหนวด (ตัวเงิน),"Razor / Razor blade / Shaver, (cash)"
EG40BC,EGA_601,มีดโกน/ใบมีดโกน/เครื่องโกนหนวด (สิ่งของ),"Razor / Razor blade / Shaver, (in-kind)"
EG4001A,EG40A,มีดโกน/ใบมีดโกน/เครื่องโกนหนวด (ตัวเงิน),Razor / Razor blade / Shaver (cash)
EG4001BC,EG40BC,มีดโกน/ใบมีดโกน/เครื่องโกนหนวด (สิ่งของ),Razor / Razor blade / Shaver (in-kind)
EG4002A,EG40A,เครื่องเป่าผม/เครื่องหนีบผม (ตัวเงิน),Hair dryer / Hair straightener (cash)
EG4002BC,EG40BC,เครื่องเป่าผม/เครื่องหนีบผม (สิ่งของ),Hair dryer / Hair straightener (in-kind)
EG4003A,EG40A,อื่น ๆ (ระบุ) (ตัวเงิน),Others (specify) (cash)
EG4003BC,EG40BC,อื่น ๆ (ระบุ) (สิ่งของ),Others (specify) (in-kind)
EG41A,EGA_601,เครื่องสำอาง (ตัวเงิน),Cosmetics (cash)
EG41BC,EGA_601,เครื่องสำอาง (สิ่งของ),Cosmetics (in-kind)
EG4101A,EG41A,น้ำหอม (ตัวเงิน),Perfume (cash)
EG4101BC,EG41BC,น้ำหอม (สิ่งของ),Perfume (in-kind)
EG4102A,EG41A,ลิปสติก (ตัวเงิน),Lipstick (cash)
EG4102BC,EG41BC,ลิปสติก (สิ่งของ),Lipstick (in-kind)
EG4103A,EG41A,ผลิตภัณฑ์ป้องกันและบำรุงผิว (ตัวเงิน),Skin care products (cash)
EG4103BC,EG41BC,ผลิตภัณฑ์ป้องกันและบำรุงผิว (สิ่งของ),Skin care products (in-kind)
EG4104A,EG41A,แป้งผัดหน้า (ตัวเงิน),Face powder (cash)
EG4104BC,EG41BC,แป้งผัดหน้า (สิ่งของ),Face powder (in-kind)
EG4105A,EG41A,อายไลน์เนอร์/มาสคาร่า/ที่เขียนคิ้ว (ตัวเงิน),Eyeliner / Mascara / Eyebrow (cash)
EG4105BC,EG41BC,อายไลน์เนอร์/มาสคาร่า/ที่เขียนคิ้ว (สิ่งของ),Eyeliner / Mascara / Eyebrow (in-kind)
EG4106A,EG41A,ผลิตภัณฑ์ทำความสะอาดผิวหน้า (คลีนซิ่ง) (ตัวเงิน),facial cleansing products (cleansing) (cash)
EG4106BC,EG41BC,ผลิตภัณฑ์ทำความสะอาดผิวหน้า (คลีนซิ่ง) (สิ่งของ),facial cleansing products (cleansing) (in-kind)
EG4107A,EG41A,ผลิตภัณฑ์รองพื้น (ตัวเงิน),Foundation products (cash)
EG4107BC,EG41BC,ผลิตภัณฑ์รองพื้น (สิ่งของ),Foundation products (in-kind)
EG4108A,EG41A,เครื่องสำอางอื่น ๆ (รวม กระดาษซับหน้า) (ตัวเงิน),Other cosmetics (Including blotting paper) (cash)
EG4108BC,EG41BC,เครื่องสำอางอื่น ๆ (รวม กระดาษซับหน้า) (สิ่งของ),Other cosmetics (Including blotting paper) (in-kind)
EG42A,EGA_601,นาฬิกาข้อมือ กระเป๋าถือ/เดินทาง (ตัวเงิน),"Wrist watch, handbag/ luggage, sunglasses, (cash)"
EG42BC,EGA_601,นาฬิกาข้อมือ กระเป๋าถือ/เดินทาง (สิ่งของ),"Wrist watch, handbag/ luggage, sunglasses, (in-kind)"
EG4201A,EG42A,นาฬิกาข้อมือ (ตัวเงิน),Wrist watch (cash)
EG4201BC,EG42BC,นาฬิกาข้อมือ (สิ่งของ),Wrist watch (in-kind)
EG4202A,EG42A,นาฬิกา smart watch (ตัวเงิน),Smart watch (cash)
EG4202BC,EG42BC,นาฬิกา smart watch (สิ่งของ),Smart watch (in-kind)
EG4203A,EG42A,กระเป๋าถือ/กระเป๋าสตางค์ (ตัวเงิน),Handbag / Wallet (cash)
EG4203BC,EG42BC,กระเป๋าถือ/กระเป๋าสตางค์ (สิ่งของ),Handbag / Wallet (in-kind)
EG4204A,EG42A,กระเป๋าเดินทาง (ตัวเงิน),Luggage (cash)
EG4204BC,EG42BC,กระเป๋าเดินทาง (สิ่งของ),Luggage (in-kind)
EG4205A,EG42A,แว่นกันแดด (ตัวเงิน),Sunglasses (cash)
EG4205BC,EG42BC,แว่นกันแดด (สิ่งของ),Sunglasses (in-kind)
EG4206A,EG42A,อื่น ๆ (ระบุ) (ตัวเงิน),Others (specify) (cash)
EG4206BC,EG42BC,อื่น ๆ (ระบุ) (สิ่งของ),Others (specify) (in-kind)
EG43A,EGA_601,ของใช้ส่วนบุคคลอื่น ๆ (ตัวเงิน),Other personal supply items (cash)
EG43BC,EGA_601,ของใช้ส่วนบุคคลอื่น ๆ (สิ่งของ),Other personal supply items (in-kind)
EG4301A,EG43A,ก้านสำลีอนามัย/สำลีบริสุทธิ์ (ตัวเงิน),Hygienic cotton stem / Pure cotton wool (cash)
EG4301BC,EG43BC,ก้านสำลีอนามัย/สำลีบริสุทธิ์ (สิ่งของ),Hygienic cotton stem / Pure cotton wool (in-kind)
EG4302A,EG43A,กระดาษซับมัน (ตัวเงิน),blotting paper (cash)
EG4302BC,EG43BC,กระดาษซับมัน (สิ่งของ),blotting paper (in-kind)
EG4303A,EG43A,กระดาษชำระ/กระดาษเช็ดมือ (ตัวเงิน),Toilet paper / Tissue paper (cash)
EG4303BC,EG43BC,กระดาษชำระ/กระดาษเช็ดมือ (สิ่งของ),Toilet paper / Tissue paper (in-kind)
EG4304A,EG43A,หน้ากากอนามัย (ตัวเงิน),Protective mask (cash)
EG4304BC,EG43BC,หน้ากากอนามัย (สิ่งของ),Protective mask (in-kind)
EG4305A,EG43A,ผ้าอนามัย/แผ่นอนามัย (ตัวเงิน),Sanitary napkin (cash)
EG4305BC,EG43BC,ผ้าอนามัย/แผ่นอนามัย (สิ่งของ),Sanitary napkin (in-kind)
EG4306A,EG43A,ผ้าอ้อมสำเร็จรูป (แพมเพิส) (ตัวเงิน),Diapers (cash)
EG4306BC,EG43BC,ผ้าอ้อมสำเร็จรูป (แพมเพิส) (สิ่งของ),Diapers (in-kind)
EG4307A,EG43A,ของใช้สิ้นเปลืองส่วนบุคคลอื่น ๆ (ตัวเงิน),Other personal supply items (cash)
EG4307BC,EG43BC,ของใช้สิ้นเปลืองส่วนบุคคลอื่น ๆ (สิ่งของ),Other personal supply items (in-kind)
EG44A,EGA_601,ค่าซ่อมแซมของใช้ส่วนบุคคล (ตัวเงิน),Maintenance and repair cost (for personal supply) (cash)
EG44BC,EGA_601,ค่าซ่อมแซมของใช้ส่วนบุคคล (สิ่งของ),Maintenance and repair cost (for personal supply) (in-kind)
EG45A,EGA_602,เสริมสวย (ตัวเงิน),Beauty services (cash)
EG45BC,EGA_602,เสริมสวย (สิ่งของ),Beauty services (in-kind)
EG4501A,EG45A,ตัดผมชาย (ตัวเงิน),Haircut (cash)
EG4501BC,EG45BC,ตัดผมชาย (สิ่งของ),Haircut (in-kind)
EG4502A,EG45A,เสริมสวยอื่น ๆหญิง (ระบุ)หญิง (ตัวเงิน),Other beauty services (specify) (cash)
EG4502BC,EG45BC,เสริมสวยอื่น ๆหญิง (ระบุ)หญิง (สิ่งของ),Other beauty services (specify) (in-kind)
EG4503A,EG45A,ตัดผม/สระ/เซทหญิง (ตัวเงิน),Haircut / Shampoo / Hair set (cash)
EG4503BC,EG45BC,ตัดผม/สระ/เซทหญิง (สิ่งของ),Haircut / Shampoo / Hair set (in-kind)
EG4504A,EG45A,ดัดผมหญิง (ตัวเงิน),Curl (cash)
EG4504BC,EG45BC,ดัดผมหญิง (สิ่งของ),Curl (in-kind)
EG4505A,EG45A,ยืดผมหญิง (ตัวเงิน),Straightening (cash)
EG4505BC,EG45BC,ยืดผมหญิง (สิ่งของ),Straightening (in-kind)
EG4506A,EG45A,ย้อม/โกรกผมหญิง (ตัวเงิน),Haircolor (cash)
EG4506BC,EG45BC,ย้อม/โกรกผมหญิง (สิ่งของ),Haircolor (in-kind)
EG4507A,EG45A,ทำเล็บหญิง (ตัวเงิน),Nail wrap (cash)
EG4507BC,EG45BC,ทำเล็บหญิง (สิ่งของ),Nail wrap (in-kind)
EG4508A,EG45A,เสริมสวยอื่น ๆหญิง (ระบุ)หญิง (ตัวเงิน),Other beauty services (specify) (cash)
EG4508BC,EG45BC,เสริมสวยอื่น ๆหญิง (ระบุ)หญิง (สิ่งของ),Other beauty services (specify) (in-kind)
EG46A,EGA_602,บริการส่วนบุคคลอื่น ๆ (ตัวเงิน),Other personal services (cash)
EG46BC,EGA_602,บริการส่วนบุคคลอื่น ๆ (สิ่งของ),Other personal services (in-kind)
EG4601A,EG46A,จัดฟัน (เพื่อความงาม) (ตัวเงิน),Orthodontics (for beauty) (cash)
EG4601BC,EG46BC,จัดฟัน (เพื่อความงาม) (สิ่งของ),Orthodontics (for beauty) (in-kind)
EG4602A,EG46A,นวด (เพื่อผ่อนคลาย) (ตัวเงิน),Massage (for relaxation) (cash)
EG4602BC,EG46BC,นวด (เพื่อผ่อนคลาย) (สิ่งของ),Massage (for relaxation) (in-kind)
EG4603A,EG46A,บริการส่วนบุคคลอื่น ๆ (ตัวเงิน),Other personal services (cash)
EG4603BC,EG46BC,บริการส่วนบุคคลอื่น ๆ (สิ่งของ),Other personal services (in-kind)
EG47A,EGA_701,ยาแผนปัจจุบัน (ตัวเงิน),Modern medicine (cash)
EG47BC,EGA_701,ยาแผนปัจจุบัน (สิ่งของ),Modern medicine (in-kind)
EG4701A,EG47A,ยาแก้ไข้/แก้ปวด (ตัวเงิน),Febrifuge / Analgesic (cash)
EG4701BC,EG47BC,ยาแก้ไข้/แก้ปวด (สิ่งของ),Febrifuge / Analgesic (in-kind)
EG4702A,EG47A,ยาแก้หวัด (ตัวเงิน),Cold medicine (cash)
EG4702BC,EG47BC,ยาแก้หวัด (สิ่งของ),Cold medicine (in-kind)
EG4703A,EG47A,ยาแก้ไอ (ตัวเงิน),Cough medicine (cash)
EG4703BC,EG47BC,ยาแก้ไอ (สิ่งของ),Cough medicine (in-kind)
EG4704A,EG47A,ยาปฏิชีวนะ (ตัวเงิน),Antibiotics (cash)
EG4704BC,EG47BC,ยาปฏิชีวนะ (สิ่งของ),Antibiotics (in-kind)
EG4705A,EG47A,ยาลดกรด (ตัวเงิน),Antacids (cash)
EG4705BC,EG47BC,ยาลดกรด (สิ่งของ),Antacids (in-kind)
EG4706A,EG47A,ยาแก้ท้องอืด/ขับลม (ตัวเงิน),Anti-flatulence / Carminative medicine (cash)
EG4706BC,EG47BC,ยาแก้ท้องอืด/ขับลม (สิ่งของ),Anti-flatulence / Carminative medicine (in-kind)
EG4707A,EG47A,กลุ่มยาที่ใช้รับประทานอื่น ๆ (ตัวเงิน),Other oral drugs (cash)
EG4707BC,EG47BC,กลุ่มยาที่ใช้รับประทานอื่น ๆ (สิ่งของ),Other oral drugs (in-kind)
EG4708A,EG47A,ยาทาแผลสด เช่น ทิงเจอร์ ยาแดง (ตัวเงิน),"Fresh wound salve such as tincture, (cash)"
EG4708BC,EG47BC,ยาทาแผลสด เช่น ทิงเจอร์ ยาแดง (สิ่งของ),"Fresh wound salve such as tincture, (in-kind)"
EG4709A,EG47A,ยาหม่อง (ตัวเงิน),Balm (cash)
EG4709BC,EG47BC,ยาหม่อง (สิ่งของ),Balm (in-kind)
EG4710A,EG47A,ยาบรรเทาปวดกล้ามเนื้อ (ตัวเงิน),Muscle pain relievers (cash)
EG4710BC,EG47BC,ยาบรรเทาปวดกล้ามเนื้อ (สิ่งของ),Muscle pain relievers (in-kind)
EG4711A,EG47A,กลุ่มยาที่ใช้ภายนอกอื่น ๆ (รวม ยาดม) (ตัวเงิน),Other external drugs (Including inhalers) (cash)
EG4711BC,EG47BC,กลุ่มยาที่ใช้ภายนอกอื่น ๆ (รวม ยาดม) (สิ่งของ),Other external drugs (Including inhalers) (in-kind)
EG48A,EGA_701,ยาสมุนไพรหรือยาแผนโบราณทุกชนิด (ตัวเงิน),Traditional / Herbal medicine (cash)
EG48BC,EGA_701,ยาสมุนไพรหรือยาแผนโบราณทุกชนิด (สิ่งของ),Traditional / Herbal medicine (in-kind)
EG4801A,EG48A,ยาหอม (ตัวเงิน),Balsam (cash)
EG4801BC,EG48BC,ยาหอม (สิ่งของ),Balsam (in-kind)
EG4802A,EG48A,ฟ้าทะลายโจร (สด/แคปซูล) (ตัวเงิน),Andrographis paniculata (Fresh / Capsule) (cash)
EG4802BC,EG48BC,ฟ้าทะลายโจร (สด/แคปซูล) (สิ่งของ),Andrographis paniculata (Fresh / Capsule) (in-kind)
EG4803A,EG48A,ขมิ้นชัน (ตัวเงิน),Turmeric (cash)
EG4803BC,EG48BC,ขมิ้นชัน (สิ่งของ),Turmeric (in-kind)
EG4804A,EG48A,กระท่อม (สด/แปรรูป) (ตัวเงิน),Mitragyna speciosa (Fresh / Processed) (cash)
EG4804BC,EG48BC,กระท่อม (สด/แปรรูป) (สิ่งของ),Mitragyna speciosa (Fresh / Processed) (in-kind)
EG4805A,EG48A,กัญชา (สด/แปรรูป) (ตัวเงิน),Marijuana (Fresh / Processed) (cash)
EG4805BC,EG48BC,กัญชา (สด/แปรรูป) (สิ่งของ),Marijuana (Fresh / Processed) (in-kind)
EG4806A,EG48A,ยาสมุนไพร/ยาแผนโบราณอื่น ๆ (ระบุ) (ตัวเงิน),Other herbal / traditional medicines (specify) (cash)
EG4806BC,EG48BC,ยาสมุนไพร/ยาแผนโบราณอื่น ๆ (ระบุ) (สิ่งของ),Other herbal / traditional medicines (specify) (in-kind)
EG49A,EGA_701,ยาคุมกำเนิดและถุงยางอนามัย (ตัวเงิน),Contraceptives and condom (cash)
EG49BC,EGA_701,ยาคุมกำเนิดและถุงยางอนามัย (สิ่งของ),Contraceptives and condom (in-kind)
EG4901A,EG49A,ยาคุมกำเนิด (ตัวเงิน),Contraceptive (cash)
EG4901BC,EG49BC,ยาคุมกำเนิด (สิ่งของ),Contraceptive (in-kind)
EG4902A,EG49A,ถุงยางอนามัย (ตัวเงิน),Condom (cash)
EG4902BC,EG49BC,ถุงยางอนามัย (สิ่งของ),Condom (in-kind)
EG50A,EGA_701,ไวตามิน/ยาบำรุงต่าง ๆ/อาหารเสริม (ตัวเงิน),Vitamins / Tonics / Supplementary food (cash)
EG50BC,EGA_701,ไวตามิน/ยาบำรุงต่าง ๆ/อาหารเสริม (สิ่งของ),Vitamins / Tonics / Supplementary food (in-kind)
EG51A,EGA_701,เวชภัณฑ์/อุปกรณ์ปฐมพยาบาล (ตัวเงิน),First-aid kit / Medical equipments (cash)
EG51BC,EGA_701,เวชภัณฑ์/อุปกรณ์ปฐมพยาบาล (สิ่งของ),First-aid kit / Medical equipments (in-kind)
EG5101A,EG51A,พลาสเตอร์ (ตัวเงิน),Plaster pad (cash)
EG5101BC,EG51BC,พลาสเตอร์ (สิ่งของ),Plaster pad (in-kind)
